Over_Ball,Batting_Team,Bowling_Team,Stadium,Runs_Scored,Extras,Fallen_Wickets,Cumulative_Runs_Scored
5.5,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,0,1,38
1.6,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,4,0,1,16
15.5,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,3,139
7.3,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,6,0,2,46
0.4,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,0,0,0,6
19.4,Peshawar Zalmi,Lahore Qalandars,Gaddafi Stadium Lahore,2,0,7,182
16.2,Islamabad United,Peshawar Zalmi,Rawalpindi Cricket Stadium,1,0,3,164
12.6,Karachi Kings,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,3,93
11.2,Islamabad United,Lahore Qalandars,National Stadium Karachi,6,0,2,119
14.5,Peshawar Zalmi,Quetta Gladiators,Rawalpindi Cricket Stadium,0,1,6,168
2.3,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,0,0,0,30
2.3,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,0,0,2,10
0.3,Peshawar Zalmi,Karachi Kings,Rawalpindi Cricket Stadium,0,0,1,4
15.7,Multan Sultans,Karachi Kings,Multan Cricket Stadium,1,0,3,147
12.1,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,1,0,2,104
11.6,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,6,0,4,52
3.2,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,6,0,1,16
11.2,Islamabad United,Peshawar Zalmi,Rawalpindi Cricket Stadium,6,0,3,115
1.4,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,0,0,1,6
4.2,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,4,0,0,33
12.5,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,6,89
4.5,Karachi Kings,Quetta Gladiators,National Stadium Karachi,0,0,1,31
8.3,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,1,0,2,61
14.2,Karachi Kings,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,4,64
8.5,Peshawar Zalmi,Islamabad United,Sharjah Cricket Stadium,0,1,4,54
2.1,Karachi Kings,Islamabad United,National Stadium Karachi,4,0,0,36
14.4,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,3,118
16.6,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,2,0,3,167
9.2,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,1,0,4,33
6.1,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,1,0,1,53
13.4,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,0,0,2,133
6.3,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,0,2,42
15.1,Islamabad United,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,4,114
3.3,Karachi Kings,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,3,8
17.3,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,6,0,4,133
15.6,Peshawar Zalmi,Karachi Kings,Rawalpindi Cricket Stadium,2,0,3,113
15.2,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,2,0,2,115
4.4,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,0,0,1,33
11.6,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,0,1,2,76
14.2,Lahore Qalandars,Quetta Gladiators,Gaddafi Stadium Lahore,2,0,3,116
12.2,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,0,0,3,74
0.4,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,2,0,0,7
8.4,Multan Sultans,Peshawar Zalmi,National Stadium Karachi,0,0,1,71
7.1,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,3,58
19.7,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,6,0,5,186
6.6,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,2,0,2,34
7.4,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,2,0,3,56
19.1,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,4,0,4,182
16.6,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,4,0,6,102
11.2,Peshawar Zalmi,Islamabad United,National Stadium Karachi,0,0,0,127
9.7,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,6,0,4,76
7.1,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,0,0,2,45
11.1,Multan Sultans,Lahore Qalandars,Sharjah Cricket Stadium,1,0,0,129
7.5,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,1,0,3,45
15.2,Peshawar Zalmi,Quetta Gladiators,National Stadium Karachi,0,0,5,100
7.3,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,0,0,1,69
1.3,Peshawar Zalmi,Quetta Gladiators,Sheikh Zayed Stadium Abu Dhabi,1,0,0,17
8.3,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,0,0,1,62
9.2,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,1,60
16.6,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,0,0,7,121
16.5,Karachi Kings,Peshawar Zalmi,National Stadium Karachi,0,0,2,162
1.3,Karachi Kings,Quetta Gladiators,National Stadium Karachi,0,0,0,13
16.5,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,0,1,6,106
17.2,Peshawar Zalmi,Quetta Gladiators,Sheikh Zayed Stadium Abu Dhabi,4,0,3,135
12.3,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,0,0,5,62
3.6,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,6,0,0,44
4.3,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,0,0,2,21
8.4,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,0,0,1,64
17.4,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,3,154
4.5,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,4,0,0,46
5.3,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,0,0,0,46
4.1,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,1,0,1,34
8.3,Islamabad United,Quetta Gladiators,Rawalpindi Cricket Stadium,1,0,3,76
5.6,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,1,1,1,59
16.4,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,4,0,3,117
16.2,Multan Sultans,Karachi Kings,Sheikh Zayed Stadium Abu Dhabi,4,0,5,92
15.2,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,3,155
19.2,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,5,128
10.3,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,1,0,4,56
14.1,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,4,0,2,112
8.1,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,1,0,1,90
9.4,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,1,62
5.6,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,0,0,1,32
13.3,Multan Sultans,Quetta Gladiators,Sharjah Cricket Stadium,2,0,3,91
12.3,Multan Sultans,Lahore Qalandars,Sharjah Cricket Stadium,0,0,1,137
11.6,Karachi Kings,Islamabad United,National Stadium Karachi,1,0,3,110
8.4,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,1,0,0,82
18.5,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,1,0,9,124
17.2,Multan Sultans,Quetta Gladiators,Multan Cricket Stadium,1,0,3,169
14.6,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,2,0,3,100
0.1,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,0,0
19.3,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,4,0,5,147
18.3,Peshawar Zalmi,Multan Sultans,Multan Cricket Stadium,0,0,10,123
14.6,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,0,4,95
4.5,Karachi Kings,Peshawar Zalmi,Sharjah Cricket Stadium,4,0,0,44
3.2,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,0,0,0,32
6.3,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,1,0,1,57
10.6,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,0,0,2,66
16.5,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,4,123
1.6,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,1,0,1,11
7.6,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,2,46
3.1,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,0,1,1,13
7.5,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,3,62
4.6,Islamabad United,Lahore Qalandars,National Stadium Karachi,0,0,2,63
2.2,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,4,0,0,25
14.2,Lahore Qalandars,Karachi Kings,Sharjah Cricket Stadium,0,1,4,134
10.7,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,2,0,1,101
3.5,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,0,0,1,17
1.3,Islamabad United,Karachi Kings,Dubai International Cricket Stadium,1,0,0,14
15.5,Islamabad United,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,2,145
11.3,Islamabad United,Karachi Kings,Dubai International Cricket Stadium,2,0,3,89
6.4,Peshawar Zalmi,Karachi Kings,National Stadium Karachi,1,0,0,66
3.4,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,0,1,1,26
3.5,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,1,0,0,28
17.2,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,0,1,8,102
14.4,Multan Sultans,Karachi Kings,Multan Cricket Stadium,4,0,2,129
9.5,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,6,0,3,72
9.5,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,1,0,1,95
2.6,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,0,0,1,14
0.2,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,3,0,0,3
0.6,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,0,1,0,2
9.3,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,1,111
1.5,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,0,0,1,10
7.2,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,1,0,3,53
9.6,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,2,0,1,73
10.1,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,0,1,1,95
10.1,Multan Sultans,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,3,89
3.3,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,0,1,1,29
9.5,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,0,0,3,66
4.4,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,6,0,0,42
11.1,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,0,0,5,69
2.6,Islamabad United,Karachi Kings,National Stadium Karachi,4,0,0,24
0.2,Lahore Qalandars,Islamabad United,Gaddafi Stadium Lahore,1,0,0,5
2.6,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,0,25
4.6,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,2,0,1,44
8.6,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,0,0,3,52
7.2,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,1,0,2,46
17.5,Multan Sultans,Quetta Gladiators,Sharjah Cricket Stadium,0,1,5,143
0.5,Multan Sultans,Quetta Gladiators,Sharjah Cricket Stadium,4,0,0,7
5.5,Multan Sultans,Peshawar Zalmi,National Stadium Karachi,1,0,1,35
6.2,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,1,0,0,77
17.3,Multan Sultans,Lahore Qalandars,Gaddafi Stadium Lahore,4,0,5,148
19.6,Islamabad United,Karachi Kings,Rawalpindi Cricket Stadium,6,0,3,183
12.3,Islamabad United,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,3,85
4.1,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,0,0,2,18
9.5,Peshawar Zalmi,Lahore Qalandars,Gaddafi Stadium Lahore,0,1,3,75
2.6,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,1,0,0,30
19.6,Karachi Kings,Peshawar Zalmi,Dubai International Cricket Stadium,4,0,7,118
7.4,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,0,0,0,66
8.2,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,1,0,1,62
4.6,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,4,0,2,37
7.6,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,0,2,47
10.7,Peshawar Zalmi,Multan Sultans,Dubai International Cricket Stadium,0,0,3,62
14.5,Multan Sultans,Islamabad United,Gaddafi Stadium Lahore,1,0,5,112
7.3,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,2,0,0,71
9.1,Multan Sultans,Lahore Qalandars,Gaddafi Stadium Lahore,2,0,2,67
18.5,Peshawar Zalmi,Quetta Gladiators,National Stadium Karachi,1,0,6,131
2.1,Quetta Gladiators,Multan Sultans,Sharjah Cricket Stadium,1,0,0,19
1.5,Islamabad United,Peshawar Zalmi,Rawalpindi Cricket Stadium,0,0,1,19
4.4,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,1,0,1,36
2.3,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,1,0,0,19
16.1,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,1,0,4,120
11.5,Karachi Kings,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,2,85
4.6,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,1,0,2,19
14.6,Lahore Qalandars,Islamabad United,Gaddafi Stadium Lahore,6,0,4,122
3.4,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,1,19
12.3,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,4,88
3.1,Lahore Qalandars,Karachi Kings,National Stadium Karachi,4,0,0,27
8.2,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,1,53
7.4,Peshawar Zalmi,Lahore Qalandars,Dubai International Cricket Stadium,0,0,1,59
14.2,Islamabad United,Quetta Gladiators,National Stadium Karachi,1,0,3,124
18.6,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,1,6,120
12.4,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,0,0,2,86
7.2,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,0,0,3,38
11.5,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,1,106
3.6,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,1,0,1,34
16.6,Multan Sultans,Lahore Qalandars,Sharjah Cricket Stadium,6,0,4,174
1.5,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,0,0,1,3
2.3,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,1,0,0,23
12.3,Multan Sultans,Karachi Kings,Multan Cricket Stadium,1,0,2,105
4.6,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,0,0,1,36
11.6,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,2,0,3,82
0.5,Lahore Qalandars,Karachi Kings,Sharjah Cricket Stadium,1,0,0,7
14.7,Islamabad United,Peshawar Zalmi,Rawalpindi Cricket Stadium,1,0,3,150
12.7,Multan Sultans,Peshawar Zalmi,National Stadium Karachi,1,0,3,98
13.1,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,1,0,2,96
7.6,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,1,55
13.2,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,1,0,2,121
12.3,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,4,0,3,89
17.5,Quetta Gladiators,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,6,119
17.3,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,6,126
19.4,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,1,0,5,156
10.5,Karachi Kings,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,4,49
14.4,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,9,77
3.4,Peshawar Zalmi,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,3,26
4.3,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,0,0,2,33
4.5,Multan Sultans,Quetta Gladiators,Multan Cricket Stadium,0,0,1,33
15.1,Quetta Gladiators,Karachi Kings,Dubai International Cricket Stadium,1,0,1,131
16.3,Multan Sultans,Lahore Qalandars,Sharjah Cricket Stadium,1,0,4,167
4.3,Islamabad United,Quetta Gladiators,National Stadium Karachi,1,0,1,47
0.3,Islamabad United,Quetta Gladiators,National Stadium Karachi,1,0,0,1
4.6,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,1,0,1,30
1.1,Peshawar Zalmi,Lahore Qalandars,Gaddafi Stadium Lahore,4,0,1,9
9.1,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,4,0,1,73
1.5,Islamabad United,Karachi Kings,Dubai International Cricket Stadium,0,0,0,14
11.1,Lahore Qalandars,Multan Sultans,Gaddafi Stadium Lahore,0,0,3,87
13.2,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,4,0,3,109
8.6,Islamabad United,Quetta Gladiators,Rawalpindi Cricket Stadium,1,0,3,82
2.1,Multan Sultans,Karachi Kings,Gaddafi Stadium Lahore,1,0,0,9
14.1,Peshawar Zalmi,Karachi Kings,Gaddafi Stadium Lahore,2,0,4,155
9.2,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,6,0,1,91
6.3,Peshawar Zalmi,Multan Sultans,Multan Cricket Stadium,4,0,4,53
9.2,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,0,0,1,101
6.7,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,5,52
8.4,Peshawar Zalmi,Karachi Kings,Gaddafi Stadium Lahore,1,0,0,105
5.1,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,0,1,40
12.2,Peshawar Zalmi,Multan Sultans,Dubai International Cricket Stadium,4,0,3,82
10.3,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,0,0,4,81
2.3,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,6,0,0,29
0.2,Karachi Kings,Islamabad United,National Stadium Karachi,1,0,0,4
9.2,Islamabad United,Karachi Kings,National Stadium Karachi,0,0,2,72
17.4,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,1,0,4,159
4.3,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,0,0,1,38
18.2,Lahore Qalandars,Karachi Kings,National Stadium Karachi,0,1,5,137
0.6,Multan Sultans,Karachi Kings,Multan Cricket Stadium,0,0,0,1
1.3,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,0,12
14.3,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,3,117
7.3,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,3,60
19.9,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,2,0,8,190
1.1,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,0,1,0,7
0.4,Peshawar Zalmi,Multan Sultans,Dubai International Cricket Stadium,0,0,0,1
2.2,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,0,1,1,6
15.4,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,1,0,4,104
18.1,Multan Sultans,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,5,156
7.4,Multan Sultans,Karachi Kings,Gaddafi Stadium Lahore,0,0,4,45
7.3,Peshawar Zalmi,Multan Sultans,Dubai International Cricket Stadium,6,0,2,39
19.3,Karachi Kings,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,4,186
11.5,Peshawar Zalmi,Lahore Qalandars,Rawalpindi Cricket Stadium,2,0,6,132
0.4,Quetta Gladiators,Karachi Kings,Dubai International Cricket Stadium,0,0,0,7
1.6,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,0,23
2.1,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,0,1,13
10.4,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,6,60
4.1,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,0,0,1,11
1.4,Islamabad United,Karachi Kings,National Stadium Karachi,0,0,0,12
4.6,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,0,0,2,22
14.2,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,4,102
19.4,Multan Sultans,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,6,178
0.3,Lahore Qalandars,Peshawar Zalmi,Sheikh Zayed Stadium Abu Dhabi,0,0,0,5
12.6,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,6,0,2,119
12.5,Quetta Gladiators,Peshawar Zalmi,Dubai International Cricket Stadium,4,0,2,80
12.6,Karachi Kings,Peshawar Zalmi,National Stadium Karachi,0,0,2,123
1.1,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,0,0,1,6
10.4,Multan Sultans,Islamabad United,Dubai International Cricket Stadium,1,0,4,47
17.3,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,1,0,3,128
17.1,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,0,1,3,118
9.5,Quetta Gladiators,Islamabad United,Sheikh Zayed Stadium Abu Dhabi,4,0,2,87
13.4,Lahore Qalandars,Quetta Gladiators,Dubai International Cricket Stadium,1,0,6,92
17.1,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,2,0,4,164
1.3,Islamabad United,Quetta Gladiators,National Stadium Karachi,0,0,0,10
8.2,Quetta Gladiators,Multan Sultans,Sharjah Cricket Stadium,0,0,3,57
10.1,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,0,0,3,82
12.1,Multan Sultans,Lahore Qalandars,Sharjah Cricket Stadium,2,0,1,137
11.1,Islamabad United,Quetta Gladiators,Sharjah Cricket Stadium,1,0,3,80
4.5,Multan Sultans,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,1,32
6.5,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,1,69
0.5,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,0,1
5.4,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,1,0,1,48
1.3,Quetta Gladiators,Multan Sultans,Sharjah Cricket Stadium,0,0,0,12
1.6,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,0,0,0,16
18.4,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,0,0,7,134
4.3,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,0,0,1,29
10.5,Karachi Kings,Quetta Gladiators,National Stadium Karachi,1,0,3,77
7.4,Multan Sultans,Quetta Gladiators,Multan Cricket Stadium,4,0,2,48
2.6,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,1,0,0,32
15.4,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,1,0,6,99
1.6,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,0,0,1,16
17.3,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,1,0,4,157
8.2,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,0,0,3,48
2.6,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,0,0,0,20
10.3,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,1,0,4,39
15.6,Karachi Kings,Quetta Gladiators,National Stadium Karachi,1,0,4,133
0.6,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,1,0,0,2
12.6,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,0,4,94
6.5,Multan Sultans,Karachi Kings,Multan Cricket Stadium,6,0,1,59
18.2,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,1,0,6,126
1.7,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,6,0,0,15
5.6,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,0,0,1,42
18.2,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,0,0,4,164
13.5,Peshawar Zalmi,Multan Sultans,Multan Cricket Stadium,0,0,7,103
14.2,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,2,122
3.1,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,0,0,0,22
19.2,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,1,0,5,177
2.5,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,0,0,1,15
1.2,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,0,7
8.1,Islamabad United,Quetta Gladiators,Sharjah Cricket Stadium,1,0,2,66
1.6,Karachi Kings,Quetta Gladiators,National Stadium Karachi,1,0,0,15
11.3,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,3,75
4.5,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,6,0,1,33
10.2,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,4,0,0,98
12.1,Multan Sultans,Peshawar Zalmi,National Stadium Karachi,1,0,3,93
18.6,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,0,0,6,136
3.1,Quetta Gladiators,Multan Sultans,Sharjah Cricket Stadium,0,0,0,25
13.1,Quetta Gladiators,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,6,49
9.4,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,3,66
11.3,Karachi Kings,Islamabad United,National Stadium Karachi,1,0,2,108
16.4,Lahore Qalandars,Quetta Gladiators,Gaddafi Stadium Lahore,2,0,3,169
10.4,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,1,0,5,72
13.1,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,0,5,94
18.3,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,0,0,7,134
8.3,Peshawar Zalmi,Islamabad United,Sharjah Cricket Stadium,1,0,4,52
6.1,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,4,47
9.1,Islamabad United,Lahore Qalandars,Dubai International Cricket Stadium,0,0,1,73
18.3,Multan Sultans,Peshawar Zalmi,National Stadium Karachi,0,0,5,134
19.2,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,0,1,7,137
0.5,Karachi Kings,Peshawar Zalmi,National Stadium Karachi,1,0,0,2
7.4,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,2,64
